no,berita,tagging
1045,ernur dki jakarta  anies baswedan undang oleh kolese kanisius untuk beri sambut dalam acara ulang tahun ke 90 kolese kanisius  di hall d jiexpo mayor  dalam sempat ini  ada agenda serah harga ke lima alumni kolese kanisius lintas generasi   bagai informasi  kolese kanisius rupa lembaga didik milik umat katolik  yang khusus untuk laki   lima alumni sebut adalah  pertama orang pianis  ananda sukarlan  dua derianto kusuma  diri traveloka  tiga romo magnis suseno tokoh jesuit  empat irwan ismaun soenggono tokoh bina pramuka  dan akhir dr boenjamin setiawan  selaku diri kalbe farma namun  ketika anies sedang beri sambut  pianis ananda sukarlan tiba tinggal ruang  walk out   ratus alumni dan hadirin pun ikut langkah ananda  nyata  sekitar tengah jam telah anies tinggal ruang  ananda kembali masuk  saat itu pula  ia ambil harga yang semat kepada usai dapat harga  ananda kemudian beri pidato sindir anies  ia nilai  kanisius hormat beda  ya  saya memang walk out di tengah pidato  anies baswedan    kata ananda hubung reportindonesia com   senin   anda telah undang orang dengan nilai serta integritas yang tentang dengan apa yang telah ajar kepada kami   kata anandaananda juga aku  tak ajak teman untuk keluar  namun  belakang  ananda sadar bahwa sosok yang banyak keluar rupa teman angkat  yakni angkat 1986 ananda sukarlan lahir pada tanggal 10 juni 1968 di jakarta  ia adalah anak dari pasang sukarlan and poppy kumudastuti di eropa  nama ananda cukup kenal  piano petrof dari university of hadford  connecticut  amerika serikat pada tahun 1986  lulus dengan predikat summa cum laude pada tahun 1993 di bawah bimbing naum grubertseperti pada tahun 2000  ia sempat undang ratu sofia dari spanyol untuk isi acara konser pada malam gala queen sofia prize di madrid pada tahun 2002  ia capai puncak karirnya dengan menandatangani kontrak untuk kolaborasi dengan dengan komponis besar perancis pierre boulez pada tur konser ke 11 kota di antara helsinkski  oslo  santiago  dan paris dan pianis indonesia pertama yang catat dalam the international who  s who in music book lain tempat  saat reportindonesia com konfirmasi anies baswedan  gubermur dki   ia aku tidak tahu ada tamu yang keluar salah satu ananda sukarlan bahkan ia aku kenal dekat dengan kepala sekolah sma kanisius pater e baskoro poedjinoegroho s j   dan untuk hadir undang dari sekolah kanisius bukan yang pertama  dan ini bukan datang pertama di kanisius jadi ketika dengar tadi pagi  malah jadi saya ingat memang ada ya yang keluar karena saya enggak inget tuh  enggak lihat   kata anies di balai kota dki jakarta   senin  karena turut anies  semua orang hak ungkap dapat dengan cara masing-masing  masuk orang yang kritik pidato   kalau kemudian ada reaksi negatif yah itu bonus buat saya   tukas turut kamus besar bahasa indonesia  kbbi  erti walk out adalah tinggal ruang rapat atau sidang atas hendak sendiri karena tidak tuju atau tolak dengan bahas atau hasil sidinghal ini nyata imbas kepada salah satu rusa start up indonesia  traveloka  gera meng-uninstall aplikasi traveloka seliwer di linimasa twitter  di sana  hadir pula salah satu diri sekaligus cto traveloka derianto kusuma  dia salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  gesture derianto ini anggap bagai dukung hadap aksi ananda yang nilai hina gubernur anies padahal tahun 2017 ini  usaha sedia jasa travel online traveloka  dapat dana baru untuk operasional mereka di indonesia dan luas pasar di asia tenggara  dana baru itu dapat dari expedia asal amerika serikat besar 350 juta dolar as atau sekitar rp 4 6 triliun traveloka dalam tahun akhir ini telah kumpul total dana 500 juta dolar as atau rp 6 6 triliun  yang dapat dari investor di putar dana belum seperti east ventures  hillhouse capital  sequoia capital  dan usaha e-commerce china  jd com moga jadi ini tidak jalar lagi ke siapa dan apa  ,Hoax
1046,523,"""Gub"
1047,ernur dki jakarta anies baswedan sayang aja uninstalltraveloka yang belum ramai seliwer di linimasa twitter aja uninstall traveloka sebut picu aksi walk out pianisananda sukarlan saat gubernur dki jakarta anies baswedan pidato    nah kalau turut saya begini  kita hormat orang pandang hormat orang beda  tidak perlu harus uninstall dan lain    kata anies di gedung dprd dki jakartamenurut anies  aplikasi traveloka lama ini memberikanmanfaat bagi masyarakat  tidak harus aja tersebutmuncul hanya karena beda pandang    traveloka juga beri manfaat bagi warga banyak toh itu buah jasa yang punya faedah yang besar bagi masyarakat banyak jadi mari kita biasa untuk beda pandang dengan sehat salingmenghormati saling harga tanpa harus laku penghukuman-penghukumanseperti itu  jadi nggak perlu uninstall segala macam    tutur anies aja meng-uninstall aplikasi traveloka seliwer di linimasa twitter hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedanberpidato aksi walk out jadi dalam acara ingat 90 tahun berdirinyakolese kanisius pada sabtu  11 11   di hall d jiexpo mayor ananda diri dari kursi vip-nya dan walk out saat anies beri sambut aksi ikut jumlah alumni lain dasar informasi yang edar di linimasa  hadir salah satu pendirisekaligus cto traveloka derianto kusuma salam dan beri ucap selamatke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizenuntuk laku aksi boikot traveloka hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia tapi dapat pasti bahwa kabar sebut hanya hoax alias tidak benar pr manager traveloka busyra oryza benar bahwa diri sekaliguscto traveloka derianto kusuma adalah salah satu terima harga di acara sebut namun dia halang hadir    traveloka turut bangga bahwa salah satu diri kami bapak derianto kusuma  terima harga dari alumni kanisius  akan tetapi beliau halang hadirdikarenakan beliau sedang laku jalan dinas yang telah rencana beberapa bulan belum jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ    ujar    kami nyata bahwa traveloka rupa usaha berbasisteknologi yang diri oleh putera-puteri bangsa indonesiayang depan nilai saling harga  toleransi dan inovasi nilai ini senantiasa terap kepada karyawan maupun mang penting eksternal    sambung  ,Valid
1048,524,"""Pem"
1049,uda muhammadiyah provinsi dki jakarta nilai aksi walkout  wo  yang laku oleh ananda sukarlan kepada anies baswedan adalah sikap intoleran  pemuda muhammadiyah juga keluar nyata sikap yaitu boikot traveloka karena milik  derianto kususma duga dukung sikap pianis ananda sukarlan yang wo saat gubernur provinsi dki jakarta  anies rasyid baswedan beri sambut dalam acara ulang tahun ke 90 kolese kanisius di jakarta  derianto laku wo ikut sikap pianis ananda sukarlan ketua pemuda muhammadiyah provinsi dki jakarta syahrul hasan kata  aksi wo yang di laku oleh ananda sukarlan dan beberapa orang lain gambar sikap intoleran dan miskin akhlak bagai tuan rumah dalam terima tamu  mana hadir anies baswedan bagai tamu adalah atas minta resmi dari tuan rumah itu sendiri    aksi walkout ananda sukarlan yang tuduh anies baswedan raih kursi gubernur tidak sesuai nilai kanisius adalah jauh panggang dari api    kata syahrul dalam rilis yang terima republika co id  selasa  14 11  syahrul jelas  anies baswedan rupa bagi dari keluarga besar muhammadiyah  baik cara struktural maupun kultural  saat ini beliau amanah bagai nasehat pimpin ranting muhammadiyah pondok labu di mana din syamsudin ma jabat bagai ketua ranting sebut saat din syamsudin jabat bagai ketua umum pimpin pusat muhammadiyah periode 2005-2010 dan 2010-2015  pp muhammadiyah yang kantor di jl menteng raya 62 bahan dengan gedung kolese kanisius    muhammadiyah selalu sedia lahan parkir gedung dakwah muhammadiyah untuk giat yang laksana oleh keluarga besar kolese kanisius bagai wujud nyata dan otentik toleransi keluarga besar muhammadiyah  anies baswedan tentu bagai bagi dari keluarga besar muhammadiyah punya sikap yang sama dalam jaga toleransi dan satu antar umat agama yang lama ini telah jalan dengan baik  karena beliau juga adalah cucu dari diri republik indonesia yang sama - sama kita cinta    tutur syahrul ia harap meski ada jadi seperti ini  rukun dan satu antar umat agama yang lama ini jalin dengan baik  dapat terus jaga demi tegak nkri  manajemen pt trinusa travelindo atau traveloka ban ada sikap walkout diri traveloka derianto kusuma saat pidato gubernur dki jakarta anies baswedan dalam raya 90th kolese kanisius pr manager traveloka  busyra oryza nyata derianto kusuma halang hadir dalam acara sebut untuk terima harga dari alumni kanisius  sehingga tidak ada walkout    beliau halang hadir karena beliau sedang laku jalan dinas yang telah rencana beberapa bulan belum  sedang tidak ada di jakarta    ungkap busyra oryza kepada republika  selasa  14 11  busyra nyata  bahwa traveloka rupa usaha bas terknologi yang diri oleh putera-puteri bangsa indonesia yang depan nilai saling harga  toleransi dan inovasi  nilai ini  kata busyra  senantiasa terap kepada karyawan maupun mang penting eksternal  harga yang raih oleh derianto kusuma turut makin motivasi pihak untuk tingkat kontribusi di masyarakat lalu tingkat mobilitas dan baik kualitas hidup  ,Valid
1050,525,"""Man"
1051,ajemen traveloka jelas  chief technology officer  cto  derianto kusuma tidak hadir dalam acara ingat 90 tahun kolese kanisius pada sabtu malam  11 november 2017  karena sedang jalan dinas  dalam acara itu  ananda sukarlan sempat laku walk out    beliau halang hadir karena sedang laku jalan dinas yang telah rencana beberapa bulan belum    kata public relation manager traveloka busyra oryza  selasa  14 november 2017 jelas itu sampai busyra karena tagar  uninstalltraveloka jadi trending topic di twitter pada selasa di media sosial  kembang kabar burung bahwa derianto kusuma  yang rupa alumnus sekolah tengah atas kanisius  beri ucap selamat kepada pianis ananda sukarlan pianis sebut walk out dari ruang ketika gubernur dki jakarta anies baswedan pidato dalam acara ingat 90 tahun kolese kanisius ananda memang protes panitia dengan laku walk out karena undang anies  dia anggap figur anies lawan dengan nilai pluralisme  yang ajar di kolese kanisius juru bicara himpun alumni kolese kanisius jakarta  affan alamudi  beri klarifikasi bahwa derianto tidak hadir acara sebut karena sedang ada di amerika dalam acara yang langsung di mayor sebut  kolese kanisius beri harga kepada alumnus yang anggap prestasi dan sumbang karya bagi bangsa terima harga itu antara lain ananda sukarlan  komponis serta pianis   derianto kusuma  diri traveloka   romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka   dan boenjamin setiawan  diri kalbe farma  dalam acara terima harga itu  derianto wakil ibu    kami cukup kaget  ini ada bohong  mana mungkin dia bisa walk out  di indonesia juga enggak    kata affan kepada tempo  selasa  kait dengan wo ananda sukarlan  ,Valid
1052,526,"""Med"
1053,ia sosial twitter sedang ramai bahas aja cabut aplikasi atau uninstall traveloka  aja sebut buntut dari aksi walk out pianis nama ananda sukarlan dalam acara 90 tahun kolese kanisius yang hadir gubernur dki jakarta anies baswedan  sabtu 11 november 2017  begitu ananda tinggal ruang temu sebut  kabar yang edar salah satu diri traveloka  derianto kusuma salam sang pianis  sikap diri traveloka itu nilai publik bagai dukung leceh hadap anies yang sedang pidato  aja cabut aplikasi traveloka kemudian jadi tren topik di twitter  dengan tanda pagar  uninstalltraveloka  guna twitter belah jadi dua suara, ada
1054,527, yan
1055,g dukung aksi boikot aplikasi traveloka ada yang sesal tindak yang lebih sebut  traveloka beri jawab resmi atas isu yang gulir sebut  turut traveloka ada informasi yang salah dari kabar yang luas edar    kami nyata bahwa traveloka rupa usaha bas teknologi yang diri oleh putra-putri bangsa indonesia yang depan nilai saling harga  toleransi dan inovasi  nilai ini senantiasa terap kepada karyawan maupun mang penting eksternal    jelas traveloka dalam terang resmi kepada viva lalu email  selasa 14 november 2017  traveloka nyata turut bangga salah satu diri sebut terima harga dari alumni kanisius dalam acara sebut  harga ini makin motivasi kami untuk tingkat kontribusi di masyarakat lalu tingkat mobilitas dan baik kualitas hidup    ujar traveloka  traveloka beri klarifikasi soal seret nama diri mereka  derianto tidak hadir dalam acara sebut  beda dengan kabar yang edar lama ini  traveloka kata  kabar derianto hadir dan salam ananda adalah hoaks  sebab saat itu derianto sedang di luar jakarta    akan tetapi beliau halang hadir karena beliau sedang laku jalan dinas yang telah rencana beberapa bulan belum  beliau sedang tidak ada di jakarta   ujar traveloka ,Valid
1056,528,"""Men"
1057,teri komunikasi dan informatika  rudiantara kata  saat ini banyak konten negatif edar di media sosial  turut  langkah yang saat ini ambil kominfo untuk tanggulang hal itu  tutup akun yang sebar konten sebut  kemarin temu dengan komisi i  dan konten saat ini banyak hal negatif  rusak hubung satu dengan lain  ada sesuatu yang tidak baik di media sosial ini sehingga beri wenang kepada kami  tentu tutup akun   sebut  pada konferensi pers di jakarta  kemarin tapi  kalau konten negatif dan akun sebar konten buruk tidak bisa kendali  facebook akan tutup  dblokir  red   rudy nilai tindak itu sesuai dengan undang  tapi jika perlu kominfo tutup selenggara  jika sekarang kita laku batas akun  mungkin facebooknya tutup  kalau memang nanti perlu  ya paksa   imbuh tambah rudy  pihak akan jalin hubung dengan majelis ulama indonesia  mui  kait fatwa media sosial yang belum lama keluar  sebab  yang tahu cara detail dari fatwa sebut adalah mui  insya allah saya akan kembali ke mui untuk sama menindaklanjuti fatwa ini   pungkas  ,Hoax
1058,529,"""Pen"
1059,angan bocor data guna facebook  fb  di indonesia masih terus tangan  parlemen dan perintah taruh perhati pada masalah ini  baru  menteri komunikasi dan informatika ada temu tutup dengan petinggi facebook antara lain vice president of public policy asia pacific  simon miller  di kantor kemen kominfo di jakarta  senin  07 5  usai temu sebut  menteri komunikasi dan informasi rudiantara dan simon beber tiga kembang baru kait kasus bocor data guna facebook di indonesia  pertama  simon jelas bahwa pihak facebook masih tunggu hasil audit dari information comissioner office  ico  inggris hadap cambridge analytica  dalam kasus ini  perintah inggris turun langsung untuk investigasi cambridge analytica kait hal itu  rudiantara sampai bahwa pihak kominfo sudah minta kepada facebook untuk tidak sekadar tunggu hasil dari ico di inggris  facebook  lanjut  harus cari upaya lain cara paralel agar jadi rupa tidak jadi kembali di kemudian hari   jadi facebook sekarang lagi parallel  sambil tunggu yang dari uk otoritas  to ensure utama dari 2014   kata rudiantara dua  me-manage konten negatif  turut rudiantara  manajemen konten negatif masih jadi kerja rumah  pr  yang harus selesai facebook sama perintah indonesia  hal ini jadi bagi nilai kominfo hadap facebook dalam tangan konten negatif rudiantara aku sudah ada baik di lapang  tetapi masihbanyak yang harus laku   saya selalu kata bahwa facebook itu performance-nya tengah dari yang minta dan baru 50 persen sampai dengan akhir 2017  tapi sekarang udah naik tuju 60 persen  namun masih ada pr  jadi masih harus kita dorong terus bagaimana manajemen ini  dan ini juga jadi bagi evaluasi nilai oleh kominfo bagaimana kerjasama facebook tangan konten yang anggap negatif   jelas tiga  selesai bocor data guna facebook  apakah facebook akan tutup di indonesia  rudiantara tidak ungkap cara eksplisit kait isu tutup facebook di indonesia  ia hanya tegas bahwa selesai kasus ini butuh proses yang cukup panjang kominfo hanya patuh sanksi administrasi dengan sistem saling update kembang kasus  utama manajemen konten negatif dan bijak  kominfo juga gandeng pihak polisi dalam rangka manajemen konten negatif   pasti tanya teman  terus manai facebook  kapan mau dimatiin facebook  mau dimatiin enggak  saya begini  kominfo tidak diri sendiri  karena ini proses juga bukan kominfo saja  kominfo patuh pada sanksi administrasi  itu proses saling update sudah jauh mana  jadi mohon jangan bilang ini kok sampai sini saja  enggak ini usaha terus  satu yang manajemen konten negatif  dan juga kait policy   imbuh untuk bijak  rudiantara aku penting uu lindung data pribadi yang saat ini sudah masuk dalam daftar prolegnas  saat ini  bahas kena uu lindung data pribadi masih dalam proses harmonisasi  sedang dari sisi praktis  kominfo ingat kepada seluruh selenggara provider untuk lindung data pribadi langgan atau guna  jika langgar  maka ada dua sanksi yang sudah tunggu  yakni sanksi administrasi maupun kriminal  ,Hoax
